seq,host_read_s,valid,theta_down_rad,theta_upright_rad,omega_rad_s,pivot_px,tip_px,processing_ms
432,759662.558575833,False,,,,,,0.014165998436510563
433,759662.59075025,False,,,,,,0.012749922461807728
434,759662.622759666,False,,,,,,0.005457899533212185
435,759662.656932625,False,,,,,,0.006041955202817917
436,759662.689361,False,,,,,,0.006625079549849033
437,759662.722939375,False,,,,,,0.012750038877129555
438,759662.756898875,False,,,,,,0.006042071618139744
439,759662.788389416,False,,,,,,0.008832896128296852
440,759662.82105975,False,,,,,,0.005792011506855488
441,759662.856696458,False,,,,,,0.015249941498041153
442,759662.890679541,False,,,,,,0.00758306123316288
443,759662.924381166,False,,,,,,0.0077500008046627045
444,759662.957558958,False,,,,,,0.014792080037295818
445,759662.9914165,False,,,,,,0.015416997484862804
446,759663.024496541,False,,,,,,0.012375065125524998
447,759663.056493291,False,,,,,,0.006083049811422825
448,759663.08957925,False,,,,,,0.005583977326750755
449,759663.125465875,False,,,,,,0.008916016668081284
450,759663.15651925,False,,,,,,0.006125075742602348
451,759663.189870458,False,,,,,,0.021249987185001373
452,759663.225455625,False,,,,,,0.025707995519042015
453,759663.263603833,False,,,,,,0.031374976970255375
454,759663.294543166,False,,,,,,0.011500087566673756
455,759663.32551675,False,,,,,,0.006875023245811462
456,759663.360245791,False,,,,,,0.010792049579322338
457,759663.394299625,False,,,,,,0.009541050530970097
458,759663.427568083,False,,,,,,0.008499948307871819
459,759663.460099625,False,,,,,,0.009707990102469921
460,759663.4926075,False,,,,,,0.008207978680729866
461,759663.523894583,False,,,,,,0.009665964171290398
462,759663.556672083,False,,,,,,0.011875061318278313
463,759663.5897645,False,,,,,,0.005083042196929455
464,759663.622175875,False,,,,,,0.009041046723723412
465,759663.657620333,False,,,,,,0.01291697844862938
466,759663.689825375,False,,,,,,0.005207955837249756
467,759663.721280125,False,,,,,,0.005249981768429279
468,759663.755988041,False,,,,,,0.009750016033649445
469,759663.791163958,False,,,,,,0.022458028979599476
470,759663.8272745,False,,,,,,0.02162496093660593
471,759663.860183,False,,,,,,0.010458054021000862
472,759663.89313225,False,,,,,,0.013874960131943226
473,759663.924240625,False,,,,,,0.014125020243227482
474,759663.959965541,False,,,,,,0.015583005733788013
475,759663.99781275,False,,,,,,0.021208077669143677
476,759664.031207958,False,,,,,,0.011500087566673756
477,759664.065682166,False,,,,,,0.02595805563032627
478,759664.097873875,False,,,,,,0.022042077034711838
479,759664.127438125,False,,,,,,0.01025001984089613
480,759664.165153125,False,,,,,,0.01195794902741909
481,759664.196877083,False,,,,,,0.008917064405977726
482,759664.22633325,False,,,,,,0.013791956007480621
483,759664.259079458,False,,,,,,0.009292038157582283
484,759664.290865,False,,,,,,0.0077500008046627045
485,759664.323712833,False,,,,,,0.0160830095410347
486,759664.356578708,False,,,,,,0.004541943781077862
487,759664.390008166,False,,,,,,0.00600004568696022
488,759664.423066416,False,,,,,,0.00508397351950407
489,759664.457500041,False,,,,,,0.015042023733258247
490,759664.489635458,False,,,,,,0.005166977643966675
491,759664.523083875,False,,,,,,0.01662492286413908
492,759664.556269041,False,,,,,,0.012499978765845299
493,759664.588521458,False,,,,,,0.005207955837249756
494,759664.622924625,False,,,,,,0.0061659375205636024
495,759664.656415375,False,,,,,,0.01195794902741909
496,759664.690466708,False,,,,,,0.012542004697024822
497,759664.724947833,False,,,,,,0.0076669966802001
498,759664.760146583,False,,,,,,0.005458947271108627
499,759664.791384208,False,,,,,,0.01008401159197092
500,759664.827897041,False,,,,,,0.022707972675561905
501,759664.860894333,False,,,,,,0.018416903913021088
502,759664.899487416,False,,,,,,0.010499963536858559
503,759664.93452475,False,,,,,,0.024540931917726994
504,759664.9666525,False,,,,,,0.020333100110292435
505,759665.001730333,False,,,,,,0.019208062440156937
506,759665.036576,False,,,,,,0.01737498678267002
507,759665.064006833,False,,,,,,0.017333077266812325
508,759665.099253208,False,,,,,,0.025041052140295506
509,759665.127934666,False,,,,,,0.024209031835198402
510,759665.163119291,False,,,,,,0.012791948392987251
511,759665.200518583,False,,,,,,0.024124979972839355
512,759665.230743375,False,,,,,,0.018167076632380486
513,759665.266034916,False,,,,,,0.020666979253292084
514,759665.295915666,False,,,,,,0.009334064088761806
515,759665.331221125,False,,,,,,0.023417058400809765
516,759665.367310041,False,,,,,,0.005500041879713535
517,759665.39286175,False,,,,,,0.01154094934463501
518,759665.427112333,False,,,,,,0.009499955922365189
519,759665.459698,False,,,,,,0.013083918020129204
520,759665.491916333,False,,,,,,0.015416997484862804
521,759665.52283325,False,,,,,,0.006292015314102173
522,759665.556592583,False,,,,,,0.008041039109230042
523,759665.591470625,False,,,,,,0.006500049494206905
524,759665.630790708,False,,,,,,0.02875004429370165
525,759665.663801666,False,,,,,,0.01650000922381878
526,759665.69758625,False,,,,,,0.03495905548334122
527,759665.734269458,False,,,,,,0.02379098441451788
528,759665.767042791,False,,,,,,0.023083994165062904
529,759665.802577916,False,,,,,,0.020915991626679897
530,759665.83458325,False,,,,,,0.01870805863291025
531,759665.862155083,False,,,,,,0.03229198046028614
532,759665.8990005,False,,,,,,0.018417020328342915
533,759665.930547041,False,,,,,,0.01395796425640583
534,759665.962960041,False,,,,,,0.015958095900714397
535,759665.999947416,False,,,,,,0.013749930076301098
536,759666.031093916,False,,,,,,0.014125020243227482
537,759666.063566333,False,,,,,,0.019249971956014633
538,759666.099749583,False,,,,,,0.015416997484862804
539,759666.130325833,False,,,,,,0.017874990589916706
540,759666.163945708,False,,,,,,0.016750069335103035
541,759666.200195333,False,,,,,,0.026833033189177513
542,759666.229664958,False,,,,,,0.011375057511031628
543,759666.262936125,False,,,,,,0.010209041647613049
544,759666.299954166,False,,,,,,0.022125081159174442
545,759666.329790333,False,,,,,,0.02104195300489664
